pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 37605 b,HD 37605,0,1,2,Radial Velocity,2004,McDonald Observatory,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007AJ....134.1276W/abstract target=ref> Wittenmyer et al. 2007 </a>,55.027,0.009,-0.009,0,0.263,0.006,-0.006,0,,,,,,,,,759.58,38.14,-38.14,0,2.39,0.12,-0.12,0,Msini,0.677,0.009,-0.009,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5329,108.12,-97.58,0,0.98,0.05,-0.04,0,0.92,0.14,-0.1,0,0.25,0.1,-0.1,0,[M/H],4.42,0.09,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h40m01.78s,85.0074276,+06d03m34.24s,6.0595116,46.7864,0.1143,-0.1137,8.67,0.03,-0.03,6.815,0.021,-0.021,8.46192,0.000575,-0.000575,25-09-18,2007-09,18-09-14
HD 37605 b,HD 37605,0,1,2,Radial Velocity,2004,McDonald Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,55.01307,0.00064,-0.00064,0,0.28,0.05,-0.05,0,,,,,,,,,689.6911,50.8528,-50.8528,0,2.17,0.16,-0.16,0,Msini,0.68,0,0,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5340,36,-36,0,0.95,0.02,-0.02,0,0.68,0.08,-0.08,0,0.29,,,0,[Fe/H],4.32,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h40m01.78s,85.0074276,+06d03m34.24s,6.0595116,46.7864,0.1143,-0.1137,8.67,0.03,-0.03,6.815,0.021,-0.021,8.46192,0.000575,-0.000575,25-09-18,2017-03,06-09-18
HD 37605 b,HD 37605,0,1,2,Radial Velocity,2004,McDonald Observatory,Published Confirmed,0,<a refstr=WANG_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761...46W/abstract target=ref> Wang et al. 2012 </a>,55.01307,0.00064,-0.00064,0,0.2831,0.0016,-0.0016,0,,,,,,,,,890.522,3.496,-3.496,0,2.802,0.011,-0.011,0,Msini,0.6767,0.0019,-0.0019,0,,,,,,,,,0,<a refstr=WANG_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761...46W/abstract target=ref> Wang et al. 2012 </a>,K0 V,5448,44,-44,0,0.9,0.04,-0.04,0,1,0.05,-0.05,0,0.336,0.03,-0.03,0,[Fe/H],4.51,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h40m01.78s,85.0074276,+06d03m34.24s,6.0595116,46.7864,0.1143,-0.1137,8.67,0.03,-0.03,6.815,0.021,-0.021,8.46192,0.000575,-0.000575,25-09-18,2012-12,05-02-15
HD 37605 c,HD 37605,0,1,2,Radial Velocity,2012,Multiple Observatories,Published Confirmed,0,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,2455,468,-148,0,,,,,,,,,,,,,1071.0871,263.7989,-82.6358,0,3.37,0.83,-0.26,0,Msini,0,0.055,-0.029,0,,,,,,,,,0,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,,,,,,,,,,1,0.5,-0.5,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h40m01.78s,85.0074276,+06d03m34.24s,6.0595116,46.7864,0.1143,-0.1137,8.67,0.03,-0.03,6.815,0.021,-0.021,8.46192,0.000575,-0.000575,26-11-18,2016-04,29-11-18
HD 37605 c,HD 37605,1,1,2,Radial Velocity,2012,Multiple Observatories,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,2720,15,-15,0,3.74,0.21,-0.21,0,,,,,,,,,1013.8777,120.7754,-120.7754,0,3.19,0.38,-0.38,0,Msini,0.03,0.012,-0.012,0,,,,,,,,,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,K0,5329,,,0,0.91,0.05,-0.05,0,0.94,0.15,-0.15,0,0.27,,,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h40m01.78s,85.0074276,+06d03m34.24s,6.0595116,46.7864,0.1143,-0.1137,8.67,0.03,-0.03,6.815,0.021,-0.021,8.46192,0.000575,-0.000575,25-09-18,2018-11,27-09-18
HD 37605 c,HD 37605,0,1,2,Radial Velocity,2012,Multiple Observatories,Published Confirmed,0,<a refstr=WANG_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761...46W/abstract target=ref> Wang et al. 2012 </a>,2720,57,-57,0,3.814,0.058,-0.058,0,,,,,,,,,1069.771,22.883,-22.883,0,3.366,0.072,-0.072,0,Msini,0.013,0.015,-0.015,0,,,,,,,,,0,<a refstr=WANG_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761...46W/abstract target=ref> Wang et al. 2012 </a>,K0 V,5448,44,-44,0,0.9,0.04,-0.04,0,1,0.05,-0.05,0,0.336,0.03,-0.03,0,[Fe/H],4.51,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h40m01.78s,85.0074276,+06d03m34.24s,6.0595116,46.7864,0.1143,-0.1137,8.67,0.03,-0.03,6.815,0.021,-0.021,8.46192,0.000575,-0.000575,25-09-18,2012-12,14-05-14
HD 3765 b,HD 3765,1,1,1,Radial Velocity,2021,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,1211,15,-16,0,2.108,0.032,-0.033,0,,,,,,,,,54.98431,4.4496,-4.13177,0,0.173,0.014,-0.013,0,Msini,0.298,0.078,-0.071,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5049.8,64.88,-64.88,0,0.83,0.02,-0.02,0,0.85,0.03,-0.03,0,0.172,0.06,-0.06,0,[Fe/H],4.53,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h40m49.75s,10.2072994,+40d11m03.45s,40.1842918,17.926,0.0325,-0.0324,7.36,0.03,-0.03,5.164,0.016,-0.016,7.07827,0.000248,-0.000248,20-09-21,2021-07,20-09-21
HD 38283 b,HD 38283,0,1,1,Radial Velocity,2010,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=TINNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...732...31T/abstract target=ref> Tinney et al. 2011 </a>,363.2,1.6,-1.6,0,1.02,0.07,-0.07,0,,,,,,,,,108.0622,6.3566,-6.3566,0,0.34,0.02,-0.02,0,Msini,0.41,0.16,-0.16,0,,,,,,,,,0,<a refstr=TINNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...732...31T/abstract target=ref> Tinney et al. 2011 </a>,,5998,,,0,,,,,1.08,0.02,-0.02,0,-0.12,,,0,[Fe/H],4.15,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h37m02.53s,84.2605324,-73d41m59.33s,-73.6998131,38.0615,0.0366,-0.0365,6.69,0.03,-0.03,5.267,0.026,-0.026,6.54392,0.000283,-0.000283,25-04-18,2011-05,10-09-15
HD 38283 b,HD 38283,1,1,1,Radial Velocity,2010,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,363.20001,1.6,-1.6,0,1.02,0.02,-0.02,0,,,,,,,,,127.132,12.7132,-12.7132,0,0.4,0.04,-0.04,0,Msini,0.41,0.16,-0.16,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5981,12,-12,0,1.49,0.01,-0.01,0,1.37,0.07,-0.07,0,-0.18,,,0,[Fe/H],4.23,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h37m02.53s,84.2605324,-73d41m59.33s,-73.6998131,38.0615,0.0366,-0.0365,6.69,0.03,-0.03,5.267,0.026,-0.026,6.54392,0.000283,-0.000283,04-09-18,2017-03,06-09-18
HD 38529 b,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed,0,<a refstr=FISCHER_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...551.1107F/abstract target=ref> Fischer et al. 2001 </a>,14.32,0.8,-0.8,0,0.13,,,0,,,,,,,,,244.7291,,,0,0.77,,,0,Msini,0.27,0.03,-0.03,0,,,,,,,,,0,<a refstr=FISCHER_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...551.1107F/abstract target=ref> Fischer et al. 2001 </a>,G4 IV,5370,,,0,2.82,,,0,1.39,,,0,0.29,0.05,-0.05,0,[Fe/H],4.13,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538,0.10605,-0.10605,5.92848,0.023,-0.023,4.211,0.036,-0.036,5.74796,0.0011358,-0.0011358,03-12-18,2001-04,14-05-15
HD 38529 b,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>,14.3102,0.00081,-0.00081,0,0.1313,0.0076,-0.0076,0,,,,,,,,,272.06248,22.88376,-22.88376,0,0.856,0.072,-0.072,0,Msini,0.244,0.028,-0.028,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5541,95.29,-108.56,0,2.84,0.15,-0.1,0,0.98,0.14,-0.11,0,0.32,0.1,-0.1,0,[M/H],3.52,0.08,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538,0.10605,-0.10605,5.92848,0.023,-0.023,4.211,0.036,-0.036,5.74796,0.0011358,-0.0011358,03-12-18,2009-03,24-04-15
HD 38529 b,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,14.3093,0.0013,-0.0013,0,0.1313,0.0076,-0.0076,0,,,,,,,,,270.8,23.5,-23.5,0,0.852,0.074,-0.074,0,Msini,0.248,0.023,-0.023,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5541,95.29,-108.56,0,2.84,0.15,-0.1,0,0.98,0.14,-0.11,0,0.32,0.1,-0.1,0,[M/H],3.52,0.08,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538,0.10605,-0.10605,5.92848,0.023,-0.023,4.211,0.036,-0.036,5.74796,0.0011358,-0.0011358,03-12-18,2006-07,23-07-14
HD 38529 b,HD 38529,1,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,14.30990015,0.00012908,-0.0001342,0,0.114551,0.00472,-0.005082,0,,,,,,,,,206.34463,17.47608,-18.04684,0,0.64923,0.05499,-0.05678,0,Msini,0.256497,0.009131,-0.009034,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.98,0.12,-0.12,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538,0.10605,-0.10605,5.92848,0.023,-0.023,4.211,0.036,-0.036,5.74796,0.0011358,-0.0011358,21-09-22,2022-09,21-09-22
HD 38529 b,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,14.31014,0.00023,-0.00022,0,0.1329,0.00034,-0.00035,0,,,,,,,,,278.41768,4.4496,-4.4496,0,0.876,0.014,-0.014,0,Msini,0.26,0.014,-0.015,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5624.21,116.1,-116.1,0,2.86,0.04,-0.04,0,1.53,0.01,-0.01,0,0.377,0.059,-0.059,0,[Fe/H],3.71,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538,0.10605,-0.10605,5.92848,0.023,-0.023,4.211,0.036,-0.036,5.74796,0.0011358,-0.0011358,20-09-21,2021-07,20-09-21
HD 38529 b,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,14.30944,0.0003,-0.0003,0,0.1294,0.0058,-0.0058,0,,,,,,,,,253.31051,4.76745,-4.76745,0,0.797,0.015,-0.015,0,Msini,0.28,0.017,-0.017,0,,,,,,,,,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5541,,,0,2.56,,,0,1.41,,,0,,,,,,3.77,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538,0.10605,-0.10605,5.92848,0.023,-0.023,4.211,0.036,-0.036,5.74796,0.0011358,-0.0011358,03-12-18,2019-04,06-12-18
HD 38529 b,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,14.3098,0.0005,-0.0005,0,0.131,0.002,-0.002,0,,,,,,,,,266.64813,9.534,-9.534,0,0.839,0.03,-0.03,0,Msini,0.257,0.015,-0.015,0,,,,,,,,,0,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,G4 IV,5697,44,-44,0,,,,,1.48,0.05,-0.05,0,0.51,0.03,-0.03,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538,0.10605,-0.10605,5.92848,0.023,-0.023,4.211,0.036,-0.036,5.74796,0.0011358,-0.0011358,03-12-18,2009-05,14-05-14
HD 38529 c,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,2165,14,-14,0,3.74,0.22,-0.22,0,,,,,,,,,4195.2,349.6,-349.6,0,13.2,1.1,-1.1,0,Msini,0.3506,0.0085,-0.0085,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5541,95.29,-108.56,0,2.84,0.15,-0.1,0,0.98,0.14,-0.11,0,0.32,0.1,-0.1,0,[M/H],3.52,0.08,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538,0.10605,-0.10605,5.92848,0.023,-0.023,4.211,0.036,-0.036,5.74796,0.0011358,-0.0011358,03-12-18,2006-07,23-07-14
HD 38529 c,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,2133.3,1.5,-1.5,0,3.7365,0.0099,-0.0099,0,,,,,,,,,4198.51326,31.78284,-31.78284,0,13.21,0.1,-0.1,0,Msini,0.3545,0.0048,-0.0047,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5624.21,116.1,-116.1,0,2.86,0.04,-0.04,0,1.53,0.01,-0.01,0,0.377,0.059,-0.059,0,[Fe/H],3.71,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538,0.10605,-0.10605,5.92848,0.023,-0.023,4.211,0.036,-0.036,5.74796,0.0011358,-0.0011358,20-09-21,2021-07,20-09-21
HD 38529 c,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,2136.1,3.1,-3.1,0,3.64,0.16,-0.16,0,,,,,,,,,4128.6117,47.6745,-47.6745,0,12.99,0.15,-0.15,0,Msini,0.3407,0.0069,-0.0069,0,,,,,,,,,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5541,,,0,2.56,,,0,1.41,,,0,,,,,,3.77,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538,0.10605,-0.10605,5.92848,0.023,-0.023,4.211,0.036,-0.036,5.74796,0.0011358,-0.0011358,03-12-18,2019-04,06-12-18
HD 38529 c,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed,0,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,2132.4,3.2,-3.2,0,,,,,,,,,,,,,4204.8909,34.9613,-38.1396,0,13.23,0.11,-0.12,0,Msini,0.342,0.007,-0.007,0,,,,,,,,,0,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...821...89B/abstract target=ref>Bryan et al. 2016</a>,,,,,,,,,,1.34,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538,0.10605,-0.10605,5.92848,0.023,-0.023,4.211,0.036,-0.036,5.74796,0.0011358,-0.0011358,03-12-18,2016-04,29-11-18
HD 38529 c,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed,0,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>,2146.1,5.5,-5.5,0,3.72,0.21,-0.21,0,,,,,,,,,4163.573,349.613,-349.613,0,13.1,1.1,-1.1,0,Msini,0.3551,0.0074,-0.0074,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5541,95.29,-108.56,0,2.84,0.15,-0.1,0,0.98,0.14,-0.11,0,0.32,0.1,-0.1,0,[M/H],3.52,0.08,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538,0.10605,-0.10605,5.92848,0.023,-0.023,4.211,0.036,-0.036,5.74796,0.0011358,-0.0011358,03-12-18,2009-03,24-04-15
HD 38529 c,HD 38529,0,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,2140.2,5.7,-5.7,0,3.712,0.048,-0.048,0,,,,,,,,,4252.39,123.95,-123.95,0,13.38,0.39,-0.39,0,Msini,0.341,0.005,-0.005,0,,,,,,,,,0,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,G4 IV,5697,44,-44,0,,,,,1.48,0.05,-0.05,0,0.51,0.03,-0.03,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538,0.10605,-0.10605,5.92848,0.023,-0.023,4.211,0.036,-0.036,5.74796,0.0011358,-0.0011358,03-12-18,2009-05,14-05-14
HD 38529 c,HD 38529,1,2,2,Radial Velocity,2000,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,2127.605657,1.4937626,-1.55087609,0,3.224617,0.132507,-0.142655,0,,,,,,,,,3320.46746,304.33764,-302.51884,0,10.44736,0.95755,-0.95183,0,Mass,0.357148,0.005103,-0.005168,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.98,0.12,-0.12,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m34.83s,86.6451363,+01d10m03.31s,1.1675866,42.3538,0.10605,-0.10605,5.92848,0.023,-0.023,4.211,0.036,-0.036,5.74796,0.0011358,-0.0011358,19-09-22,2022-09,19-09-22
HD 38801 b,HD 38801,0,1,1,Radial Velocity,2009,Subaru Telescope,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,687.14,0.46,-0.46,0,1.66,0.11,-0.11,0,,,,,,,,,3178.3,444.962,-444.962,0,10,1.4,-1.4,0,Msini,0.0572,0.0063,-0.0063,0,,,,,,,,,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,K0,5207,,,0,2.41,0.19,-0.19,0,1.29,0.26,-0.26,0,0.32,,,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m59.12s,86.9963141,-08d19m40.89s,-8.3280256,91.4349,0.3468,-0.3468,8.26,0.03,-0.03,6.279,0.02,-0.02,8.03397,0.00036,-0.00036,24-06-19,2018-11,27-09-18
