pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
BD+15 2940 b,BD+15 2940,1,1,1,Radial Velocity,2013,McDonald Observatory,Published Confirmed,0,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,137.48,0.34,-0.34,0,0.539,,,0,,,,,,,,,352.78,,,0,1.11,,,0,Msini,0.26,0.1,-0.1,0,,,,,,,,,0,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,K0,4796,117,-117,0,14.7,2.8,-2.8,0,1.1,0.2,-0.2,0,0.28,0.07,-0.07,0,[Fe/H],2.8,0.45,-0.45,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m22.95s,240.09564,+15d32m48.30s,15.5467507,426.42,6.44,-6.44,9.01,0.03,-0.03,6.525,0.016,-0.016,8.7178,0.000291,-0.000291,14-05-14,2013-06,14-05-14
BD+20 2457 b,BD+20 2457,1,1,2,Radial Velocity,2009,McDonald Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,379.63,2,-2,0,1.05,0.07,-0.07,0,,,,,,,,,17668.1697,24965.5465,-24965.5465,0,55.59,78.55,-78.55,0,Msini,0.15,0.03,-0.03,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4259,64,-64,0,71.02,73.63,-73.63,0,10.83,22.96,-22.96,0,-0.79,,,0,[Fe/H],1.77,0.19,-0.19,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,1539.71,189.925,-189.925,9.743,0.008,-0.008,6.42,0.021,-0.021,9.22684,0.000442,-0.000442,04-09-18,2017-03,06-09-18
BD+20 2457 b,BD+20 2457,0,1,2,Radial Velocity,2009,McDonald Observatory,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,379.63,2.01,-2.01,0,1.45,,,0,,,,,,,,,6807.63,,,0,21.42,,,0,Msini,0.15,0.03,-0.03,0,,,,,,,,,0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,K2 II,4137,10,-10,0,49,26,-26,0,2.8,1.5,-1.5,0,-1,0.07,-0.07,0,[Fe/H],1.51,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,1539.71,189.925,-189.925,9.743,0.008,-0.008,6.42,0.021,-0.021,9.22684,0.000442,-0.000442,25-04-18,2009-12,14-05-14
BD+20 2457 c,BD+20 2457,1,1,2,Radial Velocity,2009,McDonald Observatory,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,621.99,10.2,-10.2,0,2.01,,,0,,,,,,,,,3963.17,,,0,12.47,,,0,Msini,0.18,0.06,-0.06,0,,,,,,,,,0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,K2 II,4137,10,-10,0,49,26,-26,0,2.8,1.5,-1.5,0,-1,0.07,-0.07,0,[Fe/H],1.51,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,1539.71,189.925,-189.925,9.743,0.008,-0.008,6.42,0.021,-0.021,9.22684,0.000442,-0.000442,14-05-14,2009-12,14-05-14
BD+20 274 b,BD+20 274,1,1,1,Radial Velocity,2012,McDonald Observatory,Published Confirmed,0,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,578.2,5.4,-5.4,0,1.3,,,0,,,,,,,,,1334.886,,,0,4.2,,,0,Msini,0.21,0.06,-0.06,0,,,,,,,,,0,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,K5 III,4296,10,-10,0,17.3,0.9,-0.9,0,0.8,0.2,-0.2,0,-0.46,0.07,-0.07,0,[Fe/H],1.99,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692,1322.51,80.535,-80.535,9.367,0.008,-0.008,6.169,0.027,-0.027,8.91613,0.000468,-0.000468,16-09-15,2012-09,18-09-15
BD+20 594 b,BD+20 594,0,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,41.688644,0.003353,-0.003419,0,,,,,2.355,0.31,-0.167,0,0.21,0.028,-0.015,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5703,50,-50,0,0.96,0.1,-0.05,0,0.96,0.03,-0.03,0,-0.06,0.08,-0.08,0,[Fe/H],4.38,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.461,1.257,-1.24,10.849,0.012,-0.012,9.368,0.018,-0.018,10.8644,0.000249,-0.000249,25-04-18,2018-03,15-02-18
BD+20 594 b,BD+20 594,0,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...43E/abstract target=ref>Espinoza et al. 2016</a>,41.6855,0.003,-0.0031,0,0.241,0.019,-0.017,0,2.23,0.14,-0.11,0,0.199,0.012,-0.01,0,16.3,6,-6.1,0,0.05129,0.01888,-0.01919,0,Mass,0,,,0,,,,,546,19,-18,0,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830...43E/abstract target=ref>Espinoza et al. 2016</a>,G,5766,99,-99,0,0.93,0.06,-0.04,0,0.96,0.03,-0.03,0,-0.15,0.05,-0.05,0,[Fe/H],4.5,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.461,1.257,-1.24,10.849,0.012,-0.012,9.368,0.018,-0.018,10.8644,0.000249,-0.000249,25-04-18,2016-10,28-07-16
BD+20 594 b,BD+20 594,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,41.6855,0.003,-0.003,0,,,,,2.578,0.112,-0.112,0,0.23,0.01,-0.01,0,22.2481,9.5349,-9.5349,0,0.07,0.03,-0.03,0,Mass,0,,,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5766,99,-99,0,1.08,0.06,-0.06,0,1.67,0.4,-0.4,0,-0.15,,,0,[Fe/H],4.5,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.461,1.257,-1.24,10.849,0.012,-0.012,9.368,0.018,-0.018,10.8644,0.000249,-0.000249,25-04-18,2017-03,26-04-18
BD+45 564 b,BD+45 564,1,1,1,Radial Velocity,2021,Haute-Provence Observatory,Published Confirmed,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,307.88,1.47,-1.47,0,0.83,0.04,-0.04,0,,,,,,,,,432.24663,38.13941,-38.13941,0,1.36,0.12,-0.12,0,Msini,0.12,0.06,-0.06,0,,,,,,,,,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,K1,5004,50,-50,0,,,,,0.81,0.07,-0.07,0,-0.09,0.03,-0.03,0,[Fe/H],4.22,0.13,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h11m47.29s,32.9470485,+45d55m27.19s,45.9242187,53.622,0.1919,-0.1905,9.67,0.03,-0.03,7.557,0.024,-0.024,9.41266,0.000255,-0.000255,28-05-21,2021-07,28-05-21
BD+48 738 b,BD+48 738,1,1,1,Radial Velocity,2011,McDonald Observatory,Published Confirmed,0,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...28G/abstract target=ref> Gettel et al. 2012 </a>,392.6,5.5,-5.5,0,1,,,0,,,,,,,,,289.2253,,,0,0.91,,,0,Msini,0.2,0.1,-0.1,0,,,,,,,,,0,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...28G/abstract target=ref> Gettel et al. 2012 </a>,K0 III,4414,15,-15,0,11,1,-1,0,0.74,0.39,-0.39,0,-0.2,0.07,-0.07,0,[Fe/H],2.24,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,871.493,43.849,-43.849,9.139,0.004,-0.004,5.904,0.018,-0.018,8.65569,0.000365,-0.000365,12-08-15,2012-01,13-08-15
BD+48 740 b,BD+48 740,1,1,1,Radial Velocity,2018,Multiple Observatories,Published Confirmed,0,<a refstr=ADAM_OACUTE_W_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..47A/abstract target=ref>Adam&oacute;w et al. 2018</a>,733,5,-8,0,1.7,0.1,-0.1,0,,,,,,,,,540.311,222.481,-222.481,0,1.7,0.7,-0.7,0,Msini,0.76,0.05,-0.09,0,,,,,,,,,0,<a refstr=ADAM_OACUTE_W_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..47A/abstract target=ref>Adam&oacute;w et al. 2018</a>,,4534,8,-8,0,10.33,1.81,-1.81,0,1.09,0.16,-0.16,0,-0.13,0.06,-0.06,0,[Fe/H],2.48,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h42m58.21s,40.7425426,+48d55m48.21s,48.9300579,666.589,21.5335,-21.5335,8.69,0.03,-0.03,5.645,0.017,-0.017,8.26449,0.000761,-0.000761,01-02-18,2018-05,01-02-18
BD+49 828 b,BD+49 828,1,1,1,Radial Velocity,2015,McDonald Observatory,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803....1N/abstract target=ref>Niedzielski et al. 2015</a>,2590,300,-180,0,4.2,0.32,-0.2,0,,,,,,,,,508.5,127.1,-63.6,0,1.6,0.4,-0.2,0,Msini,0.35,0.24,-0.1,0,,,,,,,,,0,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803....1N/abstract target=ref>Niedzielski et al. 2015</a>,K0,4943,30,-30,0,7.6,1.3,-1.3,0,1.52,0.22,-0.22,0,-0.19,0.06,-0.06,0,[Fe/H],2.85,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h02m33.75s,45.6406187,+49d43m47.81s,49.7299481,442.042,7.654,-7.654,9.381,0.005,-0.005,6.571,0.021,-0.021,9.02851,0.000235,-0.000235,05-02-15,2015-04,05-02-15
BD+55 362 b,BD+55 362,1,1,1,Radial Velocity,2021,Haute-Provence Observatory,Published Confirmed,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,265.59,1.04,-1.04,0,0.78,0.05,-0.05,0,,,,,,,,,228.83645,25.42627,-25.42627,0,0.72,0.08,-0.08,0,Msini,0.27,0.06,-0.06,0,,,,,,,,,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,K3,5012,78,-78,0,,,,,0.91,0.1,-0.1,0,0.18,0.05,-0.05,0,[Fe/H],4.09,0.16,-0.16,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h35m51.28s,23.9636676,+56d41m53.62s,56.6982282,52.5697,0.0974,-0.0971,9.38,0.03,-0.03,7.331,0.021,-0.021,9.15305,0.000163,-0.000163,28-05-21,2021-07,28-05-21
BD+60 1417 b,BD+60 1417,1,1,1,Imaging,2021,Wide-field Infrared Survey Explorer (WISE) Sat,Published Confirmed,0,<a refstr=FAHERTY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...923...48F/abstract target=ref>Faherty et al. 2021</a>,,,,,1662,,,0,14.684,0.673,-0.673,0,1.31,0.06,-0.06,0,4767.4261,1589.14204,-1589.14204,0,15,5,-5,0,Mass,,,,,,,,,1303,74,-74,0,0,<a refstr=FAHERTY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...923...48F/abstract target=ref>Faherty et al. 2021</a>,K0,4993,124,-124,0,0.8,0.05,-0.05,0,1,,,0,,,,,,4.55,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h43m33.01s,190.8875453,+60d00m51.71s,60.0143636,44.9543,0.0593,-0.0592,9.374,0.003,-0.003,7.288,0.024,-0.024,9.17439,0.000533,-0.000533,10-01-22,2021-12,10-01-22
BD+63 1405 b,BD+63 1405,1,1,1,Radial Velocity,2021,Haute-Provence Observatory,Published Confirmed,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,1198.48,60.79,-60.79,0,2.06,0.14,-0.14,0,,,,,,,,,1258.60049,98.52681,-98.52681,0,3.96,0.31,-0.31,0,Msini,0.88,0.02,-0.02,0,,,,,,,,,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,K0,5000,53,-53,0,,,,,0.82,0.08,-0.08,0,-0.09,0.03,-0.03,0,[Fe/H],4.2,0.17,-0.17,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064,38.0473,0.0329,-0.0329,8.96,0.03,-0.03,6.78,0.017,-0.017,8.705,0.000257,-0.000257,28-05-21,2021-07,28-05-21
BD-00 4475 b,BD-00 4475,1,1,1,Radial Velocity,2021,Haute-Provence Observatory,Published Confirmed,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,723.2,0.74,-0.74,0,1.48,0.11,-0.11,0,,,,,,,,,7961.6016,708.75735,-708.75735,0,25.05,2.23,-2.23,0,Msini,0.39,0.01,-0.01,0,,,,,,,,,0,<a refstr=DALAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...651A..11D/abstract target=ref>Dalal et al. 2021</a>,G0,5040,112,-112,0,,,,,0.81,0.1,-0.1,0,-0.14,0.06,-0.06,0,[Fe/H],4.25,0.22,-0.22,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h10m50.60s,347.7108441,+00d24m30.82s,0.4085612,42.6402,0.1816,-0.1801,9.01,0.03,-0.03,6.996,0.026,-0.026,8.78101,0.000253,-0.000253,28-05-21,2021-07,28-05-21
BD-06 1339 b,BD-06 1339,1,1,2,Radial Velocity,2013,La Silla Observatory,Published Confirmed,1,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,3.8728,0.0004,-0.0004,0,0.0428,0.0007,-0.0007,0,,,,,,,,,8.5,1.3,-1.3,0,0.027,0.004,-0.004,0,Msini,0,,,0,,,,,,,,,0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,K7/M0 V,4324,100,-100,0,,,,,0.7,,,0,-0.14,0.17,-0.17,0,[Fe/H],4.74,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695,0.022,-0.0218,9.7,0.03,-0.03,6.305,0.018,-0.018,9.10677,0.000602,-0.000602,14-05-14,2013-03,14-05-14
BD-06 1339 c,BD-06 1339,1,1,2,Radial Velocity,2013,La Silla Observatory,Published Confirmed,0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,125.94,0.44,-0.44,0,0.435,0.007,-0.007,0,,,,,,,,,53,8,-8,0,0.17,0.03,-0.03,0,Msini,0.31,0.11,-0.11,0,,,,,,,,,0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,K7/M0 V,4324,100,-100,0,,,,,0.7,,,0,-0.14,0.17,-0.17,0,[Fe/H],4.74,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695,0.022,-0.0218,9.7,0.03,-0.03,6.305,0.018,-0.018,9.10677,0.000602,-0.000602,14-05-14,2013-03,14-05-14
BD-08 2823 b,BD-08 2823,0,1,2,Radial Velocity,2009,La Silla Observatory,Published Confirmed,0,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,5.6,0.02,-0.02,0,0.056,0.002,-0.002,0,,,,,,,,,14.4,2.1,-2.1,0,0.045,0.007,-0.007,0,Msini,0.15,0.15,-0.15,0,,,,,,,,,0,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,K3 V,4746,63,-63,0,,,,,0.74,0.07,-0.07,0,-0.07,0.03,-0.03,0,[Fe/H],4.13,0.26,-0.26,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342,0.0685,-0.0682,9.86,0.03,-0.03,7.323,0.021,-0.021,9.50331,0.000418,-0.000418,25-04-18,2010-03,14-05-14
BD-08 2823 b,BD-08 2823,1,1,2,Radial Velocity,2009,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5.6,0.02,-0.02,0,0.06,0,0,0,,,,,,,,,12.7132,3.1783,-3.1783,0,0.04,0.01,-0.01,0,Msini,0.15,0.15,-0.15,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4816,114,-114,0,0.71,0.04,-0.04,0,0.5,0.26,-0.26,0,-0.06,,,0,[Fe/H],4.43,0.22,-0.22,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342,0.0685,-0.0682,9.86,0.03,-0.03,7.323,0.021,-0.021,9.50331,0.000418,-0.000418,04-09-18,2017-03,06-09-18
BD-08 2823 c,BD-08 2823,1,1,2,Radial Velocity,2009,La Silla Observatory,Published Confirmed,0,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,237.6,1.5,-1.5,0,0.68,0.02,-0.02,0,,,,,,,,,104,10,-10,0,0.33,0.03,-0.03,0,Msini,0.19,0.09,-0.09,0,,,,,,,,,0,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,K3 V,4746,63,-63,0,,,,,0.74,0.07,-0.07,0,-0.07,0.03,-0.03,0,[Fe/H],4.13,0.26,-0.26,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342,0.0685,-0.0682,9.86,0.03,-0.03,7.323,0.021,-0.021,9.50331,0.000418,-0.000418,14-05-14,2010-03,14-05-14
BD-10 3166 b,BD-10 3166,0,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000ApJ...545..504B/abstract target=ref> Butler et al. 2000 </a>,3.487,0.001,-0.001,0,0.046,,,0,,,,,,,,,152.55,9.53,-9.53,0,0.48,0.03,-0.03,0,Msini,0.05,0.05,-0.05,0,,,,,,,,,0,<a refstr=BUTLER_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000ApJ...545..504B/abstract target=ref> Butler et al. 2000 </a>,K0 V,5400,,,0,,,,,1.1,0.1,-0.1,0,0.5,,,0,[Fe/H],4.4,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069,0.3537,-0.3508,10.013,0.007,-0.007,8.124,0.026,-0.026,9.83981,0.000607,-0.000607,25-04-18,2000-12,27-08-14
BD-10 3166 b,BD-10 3166,1,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.48777,0.00011,-0.00011,0,0.04,0,0,0,,,,,,,,,187.5197,22.2481,-22.2481,0,0.59,0.07,-0.07,0,Msini,0.02,0.02,-0.02,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5393,44,-44,0,0.91,0.04,-0.04,0,1.47,0.24,-0.24,0,0.38,,,0,[Fe/H],4.69,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069,0.3537,-0.3508,10.013,0.007,-0.007,8.124,0.026,-0.026,9.83981,0.000607,-0.000607,04-09-18,2017-03,06-09-18
BD-10 3166 b,BD-10 3166,0,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,3.487905,0.000078,-0.000081,0,0.045,0.00064,-0.00067,0,,,,,,,,,142.70495,5.40308,-5.40308,0,0.449,0.017,-0.017,0,Msini,0.022,0.024,-0.015,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5382.64,78.53,-78.53,0,0.97,0.02,-0.02,0,1,0.04,-0.04,0,0.37,0.057,-0.057,0,[Fe/H],4.46,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069,0.3537,-0.3508,10.013,0.007,-0.007,8.124,0.026,-0.026,9.83981,0.000607,-0.000607,09-05-22,2021-05,09-05-22
